time,generation biomass,generation fossil gas,generation fossil hard coal,generation fossil oil,generation hydro run-of-river and poundage,generation hydro water reservoir,generation nuclear,generation other,generation other renewable,generation solar,generation waste,generation wind onshore,total load forecast,total load actual,price day ahead,price actual
2015-01-02 09:00:00,357.0,3090.0,1293.0,193.0,1297.0,3579.0,7107.0,44.0,59.0,1039.0,188.0,10491.0,25737.0,25834.0,7.88,71.26
2015-01-02 10:00:00,377.0,2844.0,1339.0,200.0,1319.0,4289.0,7107.0,45.0,60.0,2373.0,185.0,10156.0,27883.0,27927.0,10.71,75.86
2015-01-02 11:00:00,376.0,2699.0,1335.0,199.0,1333.0,4332.0,7106.0,44.0,59.0,3699.0,181.0,10421.0,28969.0,29072.0,10.0,73.65
2015-01-02 12:00:00,376.0,2606.0,1336.0,197.0,1324.0,3619.0,7104.0,44.0,60.0,4154.0,177.0,11230.0,28894.0,29071.0,7.04,74.19
2015-01-02 13:00:00,373.0,2662.0,1341.0,208.0,1281.0,3392.0,7105.0,44.0,61.0,4074.0,183.0,11920.0,29460.0,29439.0,7.0,71.51
2015-01-02 14:00:00,383.0,2729.0,1354.0,195.0,1281.0,3487.0,7105.0,44.0,58.0,3851.0,190.0,11819.0,29389.0,29241.0,6.33,71.04
2015-01-02 15:00:00,391.0,2599.0,1298.0,195.0,1284.0,2984.0,7105.0,44.0,57.0,3619.0,188.0,11961.0,28231.0,27973.0,5.0,71.24
2015-01-02 16:00:00,395.0,2996.0,1184.0,195.0,1283.0,3104.0,7106.0,44.0,59.0,3024.0,188.0,12025.0,27716.0,27320.0,6.21,70.64
2015-01-02 17:00:00,394.0,3696.0,1047.0,195.0,1295.0,3102.0,7105.0,44.0,59.0,2053.0,185.0,12077.0,27981.0,27157.0,9.98,72.85
2015-01-02 18:00:00,410.0,4760.0,1178.0,199.0,1324.0,3886.0,7106.0,44.0,64.0,769.0,178.0,11276.0,30136.0,29045.0,33.15,82.55
2015-01-02 19:00:00,435.0,6030.0,1345.0,205.0,1352.0,5553.0,7104.0,44.0,68.0,266.0,199.0,10510.0,32754.0,31967.0,50.0,83.33
2015-01-02 20:00:00,435.0,5973.0,1354.0,214.0,1369.0,5604.0,7106.0,44.0,69.0,165.0,203.0,10406.0,33968.0,33266.0,52.01,83.23
2015-01-02 21:00:00,437.0,6082.0,1348.0,215.0,1370.0,5902.0,7107.0,45.0,69.0,137.0,204.0,10445.0,33870.0,33668.0,50.01,79.06
2015-01-02 22:00:00,437.0,5747.0,1429.0,217.0,1365.0,5347.0,7107.0,45.0,66.0,137.0,204.0,9976.0,32715.0,32426.0,45.8,76.2
2015-01-02 23:00:00,443.0,4177.0,1432.0,220.0,1323.0,4969.0,7108.0,45.0,64.0,137.0,203.0,9527.0,30052.0,29705.0,41.74,71.75
2015-01-03 00:00:00,478.0,3801.0,1798.0,246.0,1423.0,3719.0,7096.0,78.0,76.0,62.0,201.0,9264.0,26323.0,25564.0,35.62,66.82
2015-01-03 01:00:00,463.0,3812.0,1351.0,245.0,1392.0,3482.0,7095.0,78.0,68.0,62.0,198.0,9135.0,24301.0,23584.0,27.1,63.35
2015-01-03 02:00:00,452.0,3745.0,1258.0,244.0,1296.0,3060.0,7096.0,79.0,66.0,61.0,201.0,9362.0,22651.0,22194.0,25.0,58.79
2015-01-03 03:00:00,454.0,3638.0,1196.0,244.0,1245.0,2474.0,7098.0,79.0,68.0,61.0,208.0,9628.0,21785.0,21296.0,20.01,57.44
2015-01-03 04:00:00,449.0,3515.0,1138.0,202.0,1221.0,2266.0,7097.0,78.0,67.0,61.0,201.0,9607.0,21418.0,21145.0,17.1,55.29
2015-01-03 05:00:00,453.0,3626.0,1180.0,189.0,1212.0,2449.0,7098.0,79.0,66.0,61.0,188.0,9666.0,21317.0,21316.0,17.22,56.22
2015-01-03 06:00:00,458.0,3556.0,1246.0,188.0,1215.0,2620.0,7099.0,77.0,68.0,61.0,187.0,9743.0,21768.0,21674.0,20.14,58.13
2015-01-03 07:00:00,452.0,3524.0,1175.0,190.0,1295.0,2559.0,7098.0,77.0,67.0,63.0,186.0,9401.0,22276.0,22127.0,19.87,62.06
2015-01-03 08:00:00,438.0,4000.0,1249.0,190.0,1295.0,3335.0,7097.0,77.0,66.0,233.0,186.0,8363.0,22674.0,22756.0,20.22,67.36
2015-01-03 09:00:00,433.0,4157.0,1415.0,226.0,1380.0,4229.0,7097.0,76.0,68.0,820.0,197.0,7924.0,24595.0,24654.0,25.22,69.21
2015-01-03 10:00:00,419.0,3960.0,1597.0,249.0,1421.0,4827.0,7097.0,76.0,68.0,1665.0,205.0,7592.0,26431.0,26454.0,25.13,70.35
2015-01-03 11:00:00,431.0,3622.0,1569.0,250.0,1424.0,4429.0,7093.0,76.0,71.0,2488.0,202.0,7874.0,27260.0,26959.0,27.1,68.77
2015-01-03 12:00:00,425.0,3138.0,1379.0,247.0,1417.0,4309.0,7094.0,76.0,64.0,3218.0,202.0,8192.0,27165.0,26716.0,28.71,68.82
2015-01-03 13:00:00,427.0,3113.0,1193.0,249.0,1390.0,3784.0,7095.0,76.0,64.0,3695.0,208.0,8718.0,27449.0,26802.0,25.0,68.23
2015-01-03 14:00:00,421.0,3114.0,1155.0,248.0,1285.0,3709.0,7093.0,77.0,64.0,3780.0,210.0,9152.0,27154.0,26416.0,23.68,67.97
2015-01-03 15:00:00,410.0,2982.0,1137.0,206.0,1277.0,3320.0,7092.0,76.0,62.0,3370.0,202.0,9382.0,26011.0,25362.0,14.87,62.76
2015-01-03 16:00:00,397.0,2987.0,1205.0,190.0,1279.0,3919.0,7092.0,76.0,61.0,2692.0,200.0,9307.0,25162.0,24770.0,11.7,62.03
2015-01-03 17:00:00,393.0,3169.0,1289.0,190.0,1302.0,4256.0,7095.0,77.0,59.0,1931.0,201.0,8892.0,24691.0,24501.0,19.52,66.69
2015-01-03 18:00:00,418.0,3221.0,1399.0,218.0,1478.0,4812.0,7094.0,78.0,62.0,1015.0,212.0,8568.0,25293.0,24992.0,25.13,71.5
2015-01-03 19:00:00,458.0,3033.0,1539.0,243.0,1544.0,5753.0,7094.0,79.0,66.0,502.0,222.0,9005.0,28421.0,27964.0,39.71,72.14
2015-01-03 20:00:00,462.0,3136.0,1555.0,244.0,1583.0,5946.0,7096.0,81.0,67.0,355.0,221.0,9672.0,30293.0,29694.0,44.0,72.45
2015-01-03 21:00:00,462.0,3061.0,1507.0,245.0,1572.0,5985.0,7095.0,82.0,69.0,291.0,221.0,10081.0,30828.0,29874.0,41.21,72.86
2015-01-03 22:00:00,463.0,3224.0,1441.0,247.0,1546.0,5519.0,7094.0,82.0,71.0,207.0,219.0,10537.0,29896.0,28979.0,35.69,70.1
2015-01-03 23:00:00,456.0,3529.0,1291.0,248.0,1502.0,4505.0,7094.0,83.0,70.0,117.0,217.0,10953.0,27700.0,26863.0,30.23,67.62
2015-01-04 00:00:00,391.0,3981.0,2559.0,323.0,1502.0,1991.0,7086.0,81.0,58.0,692.0,162.0,8540.0,25481.0,25254.0,24.65,55.22
2015-01-04 01:00:00,351.0,3997.0,2755.0,310.0,1494.0,1867.0,7087.0,81.0,58.0,684.0,160.0,8080.0,23734.0,23620.0,20.2,50.54
2015-01-04 02:00:00,350.0,3787.0,2678.0,306.0,1484.0,1414.0,7086.0,81.0,57.0,648.0,161.0,7773.0,22658.0,22606.0,19.16,48.68
2015-01-04 03:00:00,366.0,3724.0,2426.0,311.0,1472.0,1355.0,7086.0,82.0,56.0,640.0,162.0,7601.0,22130.0,22191.0,21.9,48.02
2015-01-04 04:00:00,377.0,3578.0,2046.0,310.0,1438.0,1431.0,7087.0,82.0,56.0,563.0,161.0,7584.0,21879.0,21929.0,14.9,47.06
2015-01-04 05:00:00,372.0,3676.0,2248.0,310.0,1457.0,1534.0,7086.0,82.0,58.0,372.0,157.0,7812.0,22230.0,22195.0,24.65,46.79
2015-01-04 06:00:00,377.0,3702.0,2148.0,320.0,1352.0,2284.0,7085.0,82.0,54.0,179.0,155.0,7950.0,23903.0,24035.0,28.01,47.63
2015-01-04 07:00:00,396.0,3569.0,2100.0,325.0,1433.0,3188.0,7086.0,82.0,56.0,129.0,156.0,8228.0,26742.0,26807.0,27.51,47.44
2015-01-04 08:00:00,415.0,3314.0,2143.0,359.0,1561.0,3521.0,7080.0,83.0,53.0,357.0,156.0,8341.0,28481.0,28316.0,33.96,50.84
2015-01-04 09:00:00,418.0,3183.0,2244.0,368.0,1573.0,4286.0,7080.0,84.0,54.0,1634.0,159.0,8569.0,29705.0,29871.0,38.0,54.84
2015-01-04 10:00:00,402.0,3168.0,2209.0,370.0,1451.0,3921.0,7079.0,85.0,55.0,3830.0,162.0,8433.0,30656.0,30585.0,37.17,59.95
2015-01-04 11:00:00,411.0,3207.0,2303.0,371.0,1519.0,4023.0,7083.0,84.0,60.0,4937.0,161.0,8001.0,30717.0,30772.0,35.01,59.35
2015-01-04 12:00:00,403.0,3279.0,2307.0,371.0,1533.0,3997.0,7085.0,85.0,57.0,5302.0,165.0,7520.0,30616.0,30685.0,38.0,57.03
2015-01-04 13:00:00,407.0,3295.0,2353.0,362.0,1591.0,3760.0,7087.0,86.0,58.0,5590.0,158.0,7274.0,30287.0,30429.0,38.12,59.22
2015-01-04 14:00:00,393.0,3141.0,2324.0,369.0,1529.0,3077.0,7085.0,85.0,60.0,5668.0,150.0,6878.0,29451.0,28741.0,30.4,58.56
2015-01-04 15:00:00,400.0,3118.0,2164.0,365.0,1495.0,2602.0,7083.0,85.0,59.0,5593.0,149.0,7517.0,28730.0,28249.0,27.58,52.07
2015-01-04 16:00:00,397.0,3131.0,2049.0,374.0,1459.0,2553.0,7080.0,85.0,57.0,5316.0,147.0,7999.0,28393.0,28105.0,27.56,52.15
2015-01-04 17:00:00,393.0,3303.0,2104.0,383.0,1435.0,2925.0,7079.0,87.0,59.0,4907.0,152.0,8181.0,28062.0,27908.0,27.5,61.12
2015-01-04 18:00:00,402.0,3368.0,2098.0,381.0,1435.0,3446.0,7078.0,84.0,61.0,4200.0,153.0,8260.0,27317.0,27577.0,26.53,71.98
2015-01-04 19:00:00,409.0,3434.0,2075.0,383.0,1458.0,4365.0,7080.0,84.0,59.0,2911.0,150.0,8156.0,27189.0,27418.0,30.0,74.64
2015-01-04 20:00:00,438.0,3604.0,2162.0,385.0,1538.0,5936.0,7082.0,85.0,59.0,1392.0,170.0,8347.0,28914.0,28604.0,39.7,75.38
2015-01-04 21:00:00,436.0,3874.0,2445.0,389.0,1616.0,5856.0,7084.0,85.0,57.0,748.0,177.0,8875.0,30333.0,30346.0,40.48,76.49
2015-01-04 22:00:00,424.0,3447.0,2169.0,394.0,1594.0,4684.0,7085.0,85.0,59.0,696.0,174.0,8922.0,28341.0,28190.0,37.97,73.83
2015-01-04 23:00:00,403.0,3390.0,1770.0,391.0,1467.0,3776.0,7088.0,84.0,59.0,672.0,166.0,8735.0,26412.0,26270.0,28.0,69.51
2015-01-05 00:00:00,373.0,5338.0,4247.0,352.0,1182.0,2086.0,4036.0,41.0,72.0,691.0,158.0,7351.0,25149.0,25069.0,43.49,70.77
2015-01-05 01:00:00,363.0,5352.0,3112.0,310.0,1099.0,2458.0,4029.0,41.0,74.0,668.0,153.0,7403.0,23630.0,23390.0,35.5,64.89
2015-01-05 02:00:00,359.0,4791.0,2580.0,311.0,1076.0,2140.0,4028.0,38.0,75.0,662.0,156.0,7887.0,22590.0,21988.0,35.2,60.91
2015-01-05 03:00:00,383.55731856967554,5622.897931231274,4256.430100162657,298.34532846298725,972.1993322298955,2605.337756470622,6264.4432713160595,60.23546030477713,85.64703364437976,1432.788574037611,269.47520118714687,5464.947578689039,21912.0,21182.0,35.2,59.68
2015-01-05 04:00:00,334.0,4390.0,2573.0,308.0,982.0,2531.0,4030.0,38.0,71.0,570.0,155.0,8348.0,21369.0,20778.0,30.6,58.04
2015-01-05 05:00:00,338.0,4108.0,2551.0,300.0,969.0,2439.0,4031.0,38.0,72.0,428.0,153.0,8526.0,20723.0,20309.0,30.6,59.57
2015-01-05 06:00:00,341.0,4396.0,2351.0,291.0,967.0,2583.0,4031.0,38.0,73.0,243.0,152.0,8518.0,20498.0,20252.0,30.6,69.73
2015-01-05 07:00:00,343.0,4227.0,2202.0,301.0,1087.0,2740.0,4031.0,39.0,74.0,155.0,143.0,8263.0,19736.0,19964.0,30.0,72.97
2015-01-05 08:00:00,345.0,4017.0,2138.0,317.0,1110.0,2480.0,4030.0,38.0,74.0,500.0,143.0,8326.0,19970.0,20796.0,30.6,77.92
2015-01-05 09:00:00,369.0,4243.0,2239.0,331.0,1168.0,2575.0,4028.0,38.0,76.0,1333.0,140.0,8046.0,21590.0,22478.0,35.3,79.59
2015-01-05 10:00:00,374.0,3993.0,2545.0,337.0,1207.0,2286.0,4011.0,37.0,74.0,2482.0,140.0,8439.0,22987.0,23834.0,35.2,81.75
2015-01-05 12:00:00,383.55731856967554,5622.897931231274,4256.430100162657,298.34532846298725,972.1993322298955,2605.337756470622,6264.4432713160595,60.23546030477713,85.64703364437976,1432.788574037611,269.47520118714687,5464.947578689039,23209.0,28696.93990521868,35.5,79.14
2015-01-05 13:00:00,383.55731856967554,5622.897931231274,4256.430100162657,298.34532846298725,972.1993322298955,2605.337756470622,6264.4432713160595,60.23546030477713,85.64703364437976,1432.788574037611,269.47520118714687,5464.947578689039,23725.0,28696.93990521868,36.8,73.95
2015-01-05 14:00:00,383.55731856967554,5622.897931231274,4256.430100162657,298.34532846298725,972.1993322298955,2605.337756470622,6264.4432713160595,60.23546030477713,85.64703364437976,1432.788574037611,269.47520118714687,5464.947578689039,23614.0,28696.93990521868,32.5,71.93
2015-01-05 15:00:00,383.55731856967554,5622.897931231274,4256.430100162657,298.34532846298725,972.1993322298955,2605.337756470622,6264.4432713160595,60.23546030477713,85.64703364437976,1432.788574037611,269.47520118714687,5464.947578689039,22381.0,28696.93990521868,30.0,71.5
2015-01-05 16:00:00,383.55731856967554,5622.897931231274,4256.430100162657,298.34532846298725,972.1993322298955,2605.337756470622,6264.4432713160595,60.23546030477713,85.64703364437976,1432.788574037611,269.47520118714687,5464.947578689039,21371.0,28696.93990521868,30.0,71.85
2015-01-05 17:00:00,383.55731856967554,5622.897931231274,4256.430100162657,298.34532846298725,972.1993322298955,2605.337756470622,6264.4432713160595,60.23546030477713,85.64703364437976,1432.788574037611,269.47520118714687,5464.947578689039,20760.0,28696.93990521868,30.6,80.53
2015-01-06 00:00:00,535.0,4359.0,5130.0,257.0,767.0,1218.0,4826.0,85.0,66.0,626.0,212.0,4052.0,24086.0,23711.0,53.01,71.48
2015-01-06 01:00:00,532.0,4502.0,4990.0,258.0,737.0,1620.0,4828.0,85.0,63.0,624.0,208.0,3832.0,22554.0,22354.0,45.65,64.76
2015-01-06 02:00:00,530.0,4393.0,5207.0,266.0,728.0,1862.0,4830.0,86.0,63.0,616.0,204.0,3398.0,21566.0,21546.0,44.04,60.22
2015-01-06 03:00:00,532.0,4386.0,5418.0,262.0,727.0,1834.0,4846.0,85.0,65.0,582.0,206.0,3003.0,21211.0,21171.0,43.58,57.14
2015-01-06 04:00:00,541.0,4453.0,5497.0,266.0,727.0,1758.0,4895.0,85.0,66.0,576.0,206.0,2569.0,21074.0,21042.0,43.98,53.94
2015-01-06 05:00:00,545.0,4589.0,5753.0,263.0,720.0,1793.0,4903.0,85.0,64.0,499.0,204.0,2380.0,21579.0,21618.0,44.91,53.43
2015-01-06 06:00:00,540.0,4818.0,6154.0,257.0,720.0,1435.0,4911.0,85.0,63.0,415.0,202.0,2196.0,23250.0,23433.0,51.0,56.68
2015-01-06 07:00:00,546.0,4862.0,6527.0,283.0,779.0,2369.0,4924.0,85.0,63.0,412.0,184.0,1701.0,25560.0,25885.0,55.76,63.49
2015-01-06 08:00:00,546.0,5143.0,6774.0,343.0,842.0,3860.0,4930.0,86.0,63.0,1168.0,196.0,1102.0,27900.0,28456.0,59.95,66.75
2015-01-06 09:00:00,544.0,4842.0,6973.0,368.0,852.0,4119.0,4942.0,83.0,64.0,3018.0,262.0,682.0,29463.0,29708.0,60.5,73.07
2015-01-06 10:00:00,543.0,4604.0,7101.0,361.0,895.0,4449.0,4952.0,87.0,64.0,4129.0,268.0,470.0,30133.0,30887.0,61.29,78.95
2015-01-06 11:00:00,539.0,4475.0,7198.0,351.0,899.0,4584.0,4950.0,87.0,63.0,4642.0,260.0,472.0,30558.0,31409.0,61.69,75.91
2015-01-06 12:00:00,547.0,4376.0,7215.0,349.0,898.0,4579.0,4956.0,84.0,62.0,4976.0,259.0,683.0,31035.0,31947.0,61.95,73.12
2015-01-06 13:00:00,538.0,4512.0,7210.0,356.0,901.0,4335.0,4959.0,86.0,61.0,5044.0,260.0,1041.0,31154.0,32078.0,61.29,68.02
2015-01-06 14:00:00,534.0,4178.0,7159.0,365.0,857.0,4167.0,4953.0,85.0,68.0,4887.0,258.0,1652.0,30381.0,31193.0,60.09,66.67
2015-01-06 15:00:00,537.0,4035.0,7067.0,366.0,813.0,3084.0,4956.0,86.0,69.0,4641.0,254.0,2761.0,29581.0,30542.0,60.5,65.08
2015-01-06 16:00:00,537.0,3821.0,6830.0,364.0,825.0,3290.0,4955.0,88.0,66.0,4279.0,251.0,3277.0,29085.0,30591.0,60.69,66.1
2015-01-06 17:00:00,532.0,4059.0,6873.0,362.0,823.0,3454.0,4799.0,88.0,69.0,3824.0,252.0,3281.0,29155.0,30799.0,60.69,72.0
2015-01-06 18:00:00,533.0,4472.0,7100.0,356.0,820.0,3349.0,4186.0,88.0,69.0,3132.0,267.0,3781.0,28943.0,30481.0,58.9,78.6
2015-01-06 19:00:00,528.0,4553.0,7172.0,351.0,806.0,3119.0,4368.0,87.0,69.0,2383.0,254.0,3943.0,29013.0,30147.0,57.0,81.18
2015-01-06 20:00:00,536.0,4490.0,7194.0,365.0,836.0,3009.0,4657.0,87.0,71.0,1586.0,229.0,4028.0,29307.0,30120.0,57.0,81.65
2015-01-06 21:00:00,535.0,4664.0,7264.0,364.0,937.0,3921.0,4878.0,87.0,70.0,891.0,230.0,3661.0,29896.0,30747.0,59.88,78.63
2015-01-06 22:00:00,531.0,4684.0,7279.0,360.0,884.0,3834.0,4961.0,87.0,72.0,696.0,231.0,3485.0,29310.0,29978.0,59.6,73.2
2015-01-06 23:00:00,528.0,4728.0,7227.0,352.0,863.0,2778.0,4959.0,86.0,72.0,669.0,232.0,3276.0,26817.0,27421.0,55.76,72.46
2015-01-07 00:00:00,499.0,4659.0,7996.0,371.0,728.0,1982.0,6000.0,89.0,55.0,1280.0,219.0,6210.0,30239.0,30518.0,59.52,67.24
2015-01-07 01:00:00,502.0,4199.0,7838.0,370.0,704.0,1483.0,5995.0,87.0,55.0,1253.0,213.0,5993.0,28031.0,28484.0,51.1,64.17
2015-01-07 02:00:00,491.0,4448.0,8048.0,368.0,704.0,1003.0,5997.0,87.0,55.0,1231.0,217.0,5529.0,26635.0,27026.0,47.03,62.12
2015-01-07 03:00:00,495.0,4157.0,7837.0,360.0,692.0,626.0,5998.0,87.0,56.0,1223.0,220.0,5127.0,26076.0,26248.0,48.5,62.11
2015-01-07 04:00:00,503.0,4001.0,7827.0,360.0,689.0,563.0,6003.0,87.0,55.0,1189.0,219.0,4940.0,25734.0,25838.0,48.79,60.05
2015-01-07 05:00:00,505.0,4219.0,7910.0,360.0,687.0,610.0,6005.0,88.0,57.0,1142.0,220.0,4735.0,25889.0,26021.0,50.51,62.48
2015-01-07 06:00:00,506.0,4338.0,7856.0,364.0,706.0,1363.0,6003.0,87.0,54.0,1043.0,220.0,4266.0,27135.0,26992.0,59.13,70.01
2015-01-07 07:00:00,505.0,4954.0,7855.0,374.0,761.0,2280.0,6000.0,87.0,55.0,979.0,217.0,3849.0,29269.0,28625.0,60.8,75.2
2015-01-07 08:00:00,510.0,5447.0,7982.0,378.0,780.0,3192.0,5997.0,87.0,55.0,1336.0,219.0,3369.0,31596.0,31015.0,61.87,83.3
2015-01-07 09:00:00,501.0,5881.0,7991.0,381.0,788.0,4420.0,5996.0,84.0,54.0,2121.0,220.0,2959.0,33540.0,33276.0,64.23,93.14
2015-01-07 10:00:00,494.0,6076.0,7979.0,364.0,753.0,3674.0,5989.0,88.0,51.0,2841.0,220.0,3226.0,34919.0,34221.0,66.5,100.45
2015-01-07 11:00:00,498.0,5726.0,7982.0,367.0,754.0,3289.0,5974.0,88.0,51.0,3556.0,219.0,4273.0,35376.0,34796.0,67.1,95.17
2015-01-07 12:00:00,491.0,5583.0,8005.0,362.0,762.0,3131.0,5971.0,89.0,52.0,3756.0,214.0,5914.0,36279.0,35535.0,66.1,85.23
2015-01-07 13:00:00,495.0,5637.0,7975.0,367.0,751.0,2709.0,5969.0,88.0,50.0,3639.0,215.0,7320.0,36886.0,35752.0,65.0,81.5
2015-01-07 14:00:00,501.0,5684.0,7839.0,369.0,733.0,1912.0,5964.0,87.0,53.0,4133.0,215.0,7837.0,36199.0,35605.0,59.75,77.29
2015-01-07 15:00:00,498.0,6098.0,7782.0,367.0,721.0,1479.0,5961.0,86.0,51.0,4896.0,214.0,7890.0,35918.0,36020.0,59.61,76.61
2015-01-07 16:00:00,491.0,6242.0,7807.0,367.0,713.0,1191.0,5956.0,86.0,52.0,4647.0,217.0,7996.0,36366.0,36066.0,59.53,77.15
2015-01-07 17:00:00,495.0,6056.0,7866.0,368.0,709.0,1458.0,5969.0,84.0,52.0,4184.0,217.0,7955.0,36676.0,36195.0,61.1,79.51
2015-01-07 18:00:00,497.0,5839.0,8058.0,364.0,707.0,1965.0,5978.0,84.0,52.0,3631.0,215.0,7582.0,36275.0,35739.0,61.1,91.05
2015-01-07 19:00:00,483.0,6477.0,8129.0,371.0,711.0,2384.0,5986.0,85.0,51.0,2772.0,215.0,6821.0,35664.0,35188.0,61.1,95.29
2015-01-07 20:00:00,482.0,6316.0,8163.0,354.0,736.0,2566.0,5981.0,86.0,52.0,2013.0,222.0,6198.0,34828.0,34470.0,61.87,91.25
2015-01-07 21:00:00,481.0,5881.0,8002.0,386.0,735.0,2622.0,5985.0,86.0,53.0,1193.0,226.0,6139.0,34241.0,33716.0,63.71,87.08
2015-01-07 22:00:00,481.0,5785.0,7853.0,384.0,721.0,2412.0,5984.0,87.0,52.0,636.0,220.0,6398.0,33972.0,32697.0,64.1,78.15
2015-01-07 23:00:00,479.0,5519.0,7601.0,381.0,677.0,1414.0,5987.0,87.0,52.0,573.0,215.0,6262.0,32057.0,30477.0,59.13,75.07
2015-01-08 00:00:00,546.0,4178.0,7280.0,383.0,658.0,831.0,6741.0,84.0,67.0,433.0,260.0,5908.0,27766.0,26788.0,49.0,73.73
2015-01-08 01:00:00,516.0,3912.0,6774.0,370.0,628.0,942.0,6741.0,85.0,67.0,391.0,257.0,5509.0,26176.0,25146.0,46.86,70.99
2015-01-08 02:00:00,508.0,3718.0,6349.0,372.0,631.0,882.0,6742.0,85.0,67.0,352.0,256.0,5204.0,24974.0,23889.0,45.68,68.3
2015-01-08 03:00:00,509.0,3768.0,6078.0,373.0,634.0,934.0,6743.0,86.0,65.0,328.0,251.0,4891.0,24173.0,23046.0,44.99,64.22
2015-01-08 04:00:00,518.0,3707.0,5984.0,373.0,636.0,799.0,6744.0,86.0,67.0,327.0,251.0,4738.0,23779.0,22587.0,44.81,63.53
2015-01-08 05:00:00,528.0,3706.0,5817.0,361.0,631.0,781.0,6748.0,86.0,66.0,320.0,249.0,4868.0,23503.0,22361.0,44.68,66.7
2015-01-08 06:00:00,533.0,3946.0,5785.0,354.0,631.0,943.0,6750.0,86.0,67.0,265.0,246.0,4809.0,23493.0,22551.0,44.81,69.79
2015-01-08 07:00:00,525.0,3890.0,5570.0,347.0,629.0,888.0,6748.0,86.0,66.0,223.0,246.0,4849.0,23562.0,22543.0,44.81,75.57
2015-01-08 08:00:00,529.0,4066.0,6289.0,332.0,641.0,1147.0,6747.0,86.0,69.0,708.0,216.0,4285.0,24929.0,24042.0,46.85,82.36
2015-01-08 09:00:00,534.0,4535.0,6720.0,305.0,652.0,965.0,6749.0,85.0,66.0,2225.0,214.0,3889.0,27227.0,25932.0,49.0,87.03
2015-01-08 10:00:00,533.0,4441.0,7301.0,315.0,664.0,1153.0,6749.0,84.0,67.0,3943.0,226.0,3330.0,29193.0,27664.0,54.36,91.08
2015-01-08 11:00:00,531.0,4513.0,7468.0,315.0,689.0,1333.0,6744.0,85.0,66.0,4514.0,232.0,2911.0,29950.0,28448.0,61.98,89.29
